Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Fruit,Category,Item,Metric,Domain,Domain Category,Value,CV (%),use,name,code,Value_numeric,CV_numeric
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,51.3,NA,NA,NA,2,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,55.9,NA,NA,NA,2,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,62.1,NA,NA,NA,2,62.1
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,19.7,NA,NA,NA,2,19.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,4,51.3,NA,NA,NA,4,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,4,55.9,NA,NA,NA,4,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,62.1,NA,NA,NA,1,62.1
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,51.3,NA,NA,NA,2,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,55.9,NA,NA,NA,3,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,62.1,NA,NA,NA,1,62.1
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,51.3,NA,NA,NA,1,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,55.9,NA,NA,NA,1,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,51.3,NA,NA,NA,2,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,55.9,NA,NA,NA,2,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,51.3,NA,NA,NA,1,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,55.9,NA,NA,NA,1,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,19.7,NA,NA,NA,3,19.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,4,51.3,NA,NA,NA,4,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,4,55.9,NA,NA,NA,4,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,16.7,NA,NA,NA,3,16.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,19.7,NA,NA,NA,3,19.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,51.3,NA,NA,NA,3,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,55.9,NA,NA,NA,3,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,7,16.7,NA,NA,NA,7,16.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,7,19.7,NA,NA,NA,7,19.7
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,5,51.3,NA,NA,NA,5,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,5,55.9,NA,NA,NA,5,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,6,(L),NA,NA,NA,6,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,7,(L),NA,NA,NA,7,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,51.3,NA,NA,NA,2,51.3
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,55.9,NA,NA,NA,2,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,(L),NA,NA,NA,2,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,(L),NA,NA,NA,2,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,(L),NA,NA,NA,2,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,55.9,NA,NA,NA,2,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,62.1,NA,NA,NA,2,62.1
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,55.9,NA,NA,NA,1,55.9
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,62.1,NA,NA,NA,1,62.1
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
